train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std
0.15154781285850216,0.0008609548352358596,0.15219360845786978,0.0007204984832443284
0.15123797068138253,0.0008218233444779198,0.15189128702035062,0.000669415936992779
0.150822324186273,0.0006889138512534474,0.15148453790331784,0.0004952324387910292
0.15034777271127236,0.0006634608281320682,0.15101990523525055,0.0005197495022666506
0.1498518804234784,0.0007763312496309965,0.150532121342199,0.0005698175472005615
0.14949262989824427,0.0009044086829255797,0.15017931734555356,0.0007237362343610463
0.14917696928296448,0.0008911001443330484,0.14986701477299177,0.0007785919007017042
0.1488631936117164,0.0008907804121163536,0.14956883828405249,0.0008049693294196533
0.1484740054909805,0.0009027350599803728,0.14917766495735046,0.0007759522917183808
0.1479938260109926,0.0007649330817002715,0.14870421457927838,0.0006948735917324544
0.147539189228495,0.000765679402797274,0.14826360475499653,0.0007216235612562258
0.14724973800566327,0.0006491007717934039,0.1479789745548972,0.0006167934721688737
0.14691868428519844,0.0005224137330178592,0.14766143334002138,0.00047893771805095054
0.1464278158698389,0.0005539217601890261,0.14717945816168693,0.00046274446205122775
0.14611626720498058,0.0005286026066463097,0.14688081067766023,0.00044053796594686824
